permno,permco,cusip,comnam,namedt,nameenddt,end_date,st_date,siccd,gvkey
22275,58707,04026L10,ARGUS CAPITAL CORP,2021-11-12,2022-12-20,2022-12-20,2021-11-12,9999,039364
13107,53931,18946410,CLOVIS ONCOLOGY INC,2011-11-16,2022-12-20,2022-12-20,2011-11-16,9999,196055
21031,57923,19417010,COLICITY INC,2021-04-16,2022-12-20,2022-12-20,2021-04-16,9999,038017
20777,57924,G2554Y10,C O V A ACQUISITION CORP,2021-03-30,2022-12-20,2022-12-20,2021-03-30,9999,037820
21113,57990,92259E10,VELOCITY ACQUISITION CORP,2021-04-15,2022-12-20,2022-12-20,2021-04-15,9999,038011
21092,58154,74981W10,RXR ACQUISITION CORP,2021-04-26,2022-12-20,2022-12-20,2021-04-26,9999,038106
20856,57771,69242M10,OYSTER ENTERPRISES ACQ CORP,2021-03-12,2022-12-19,2022-12-19,2021-03-12,9999,037649
21299,58108,37857910,GLENFARNE MERGER CORP,2021-05-11,2022-12-16,2022-12-16,2021-05-11,9999,038124
22590,58878,70184A10,PARSEC CAPITAL ACQUISITIONS CORP,2021-12-14,2022-12-16,2022-12-16,2021-12-14,9999,039178
21951,58740,69512X10,PACIFICO ACQUISITION CORP,2021-09-27,2022-12-16,2022-12-16,2021-09-27,9999,039488
20321,57657,80917110,SCOPUS BIOPHARMA INC,2020-12-16,2022-12-16,2022-12-16,2020-12-16,9999,035050
21302,58110,37714P10,GLASS HOUSES ACQUISITION CORP,2021-05-13,2022-12-16,2022-12-16,2021-05-13,9999,038043
20826,57755,49837C10,K L ACQUISITION CORP,2021-03-01,2022-12-16,2022-12-16,2021-03-01,9999,037551
18852,56800,11778X10,SOUTH MOUNTAIN MERGER CORP,2019-07-29,2021-01-12,2022-12-15,2019-07-29,2782,035289
21305,58111,38287010,GORES TECHNOLOGY PARTNERS INC,2021-05-03,2022-12-15,2022-12-15,2021-05-03,9999,037978
20799,57938,36468110,GAMING & HOSPITALITY ACQ CORP,2021-03-26,2022-12-15,2022-12-15,2021-03-26,9999,037849
21306,58112,38287L10,GORES TECHNOLOGY PARTNERS II INC,2021-05-03,2022-12-15,2022-12-15,2021-05-03,9999,037977
21057,57942,38286T10,GORES HOLDINGS VII INC,2021-04-15,2022-12-15,2022-12-15,2021-04-15,9999,037842
20812,57747,40749M10,HAMILTON LANE ALLIANCE HLDGS I,2021-03-05,2022-12-14,2022-12-14,2021-03-05,9999,037558
20824,57947,46592C10,J O F F FINTECH ACQUISITION CORP,2021-03-29,2022-12-14,2022-12-14,2021-03-29,9999,037806
20838,58133,52674910,LERER HIPPEAU ACQUISITION CORP,2021-03-05,2022-12-13,2022-12-13,2021-03-05,9999,038102
20874,57782,80864110,SCIENCE STRATEGIC ACQ CORP ALPHA,2021-03-18,2022-12-12,2022-12-12,2021-03-18,9999,037881
20769,57716,10920K10,BRIGHT LIGHTS ACQUISITION CORP,2021-03-01,2022-12-12,2022-12-12,2021-03-01,0,037659
21524,58197,08954L10,BIG SKY GROWTH PARTNERS INC,2021-06-18,2022-12-12,2022-12-12,2021-06-18,9999,038553
20872,57780,78406510,S C P & C O HEALTHCARE ACQ CO,2021-03-15,2022-12-09,2022-12-09,2021-03-15,9999,037772
21033,58089,23291W10,D H B CAPITAL CORP,2021-04-22,2022-12-09,2022-12-09,2021-04-22,9999,038093
21094,57973,11134Y10,BROADSCALE ACQUISITION CORP,2021-04-05,2022-12-09,2022-12-09,2021-04-05,9999,037918
20886,57793,92244F10,VECTOIQ ACQUISITION CORP II,2021-03-03,2022-12-09,2022-12-09,2021-03-03,9999,037665
20426,57628,31810Q10,FINTECH ACQUISITION CORP V,2021-01-25,2022-12-08,2022-12-08,2021-01-25,9999,037269
20852,57769,68237L10,ONE EQUITY PRTNRS OPEN WATER I,2021-03-15,2022-12-08,2022-12-08,2021-03-15,9999,037771
20890,57794,98880C10,Z WORK ACQUISITION CORP,2021-03-22,2022-12-08,2022-12-08,2021-03-22,9999,037875
18546,56639,14255210,ACAMAR PARTNERS ACQUISITION CORP,2019-04-15,2021-01-21,2022-12-08,2019-04-15,9999,034615
22522,58917,04005A10,ARENA FORTIFY ACQUISITION CORP,2021-12-31,2022-12-08,2022-12-08,2021-12-31,9999,038442
20775,57721,18049C10,CLARIM ACQUISITION CORP,2021-03-22,2022-12-07,2022-12-07,2021-03-22,9999,037818
20795,57734,34962M10,FORTISTAR SUSTAINABLE SOL CORP,2021-03-19,2022-12-07,2022-12-07,2021-03-19,9999,037347
21739,58472,G5352110,LAKESHORE ACQUISITION I CORP,2021-07-23,2022-12-06,2022-12-06,2021-07-23,9999,038648
21330,58150,76155Y10,REVOLUTION HEALTHCARE ACQ CORP,2021-05-10,2022-12-06,2022-12-06,2021-05-10,9999,038402
20866,58149,76087310,RESEARCH ALLIANCE CORP II,2021-03-18,2022-12-06,2022-12-06,2021-03-18,9999,038221
21080,58141,65413D10,NIGHTDRAGON ACQUISITION CORP,2021-04-22,2022-12-02,2022-12-02,2021-04-22,9999,038047
21083,58143,68626A10,ORION ACQUISITION CORP,2021-04-22,2022-12-01,2022-12-01,2021-04-22,9999,038105
20434,57633,44487N10,HUMANCO ACQUISITION CORP,2021-01-28,2022-12-01,2022-12-01,2021-01-28,9999,037496
20877,57784,04748A10,ATHLON ACQUISITION CORP,2021-03-05,2022-12-01,2022-12-01,2021-03-05,9999,037759
20840,57759,53073L10,LIBERTY MEDIA ACQUISITION CORP,2021-03-15,2022-11-30,2022-11-30,2021-03-15,9999,037417
14528,54777,03820J10,APPLIED GENETIC TECHNOLOGIES COR,2014-03-27,2022-11-30,2022-11-30,2014-03-27,9999,019967
21107,57987,88825H10,TISHMAN SPEYER INNOVAT CORP II,2021-04-05,2022-11-30,2022-11-30,2021-04-05,9999,037913
19461,57109,00973J10,AKOUOS INC,2020-06-26,2022-11-30,2022-11-30,2020-06-26,9999,036572
18661,56678,Y2074E10,8I ENTERPRISES ACQUISITION CORP,2019-05-16,2020-09-30,2022-11-29,2019-05-16,9999,034962
20446,57575,G7171610,POPULATION HEALTH INV CO INC,2021-01-08,2022-11-29,2022-11-29,2021-01-08,9999,037372
21046,58102,74709Q10,P W P FORWARD ACQUISITION CORP I,2021-04-30,2022-11-28,2022-11-28,2021-04-30,9999,038301
78569,26255,M8186312,RADA ELECTRONIC INDUSTRIES LTD,1985-06-24,1990-10-22,2022-11-25,1985-06-24,3820,012522
20152,57568,47760M10,JIYA ACQUISITION CORP,2020-11-19,2022-11-23,2022-11-23,2020-11-19,9999,037339
20594,57627,G3710A10,FRAZIER LIFESCIENCES ACQ CORP,2021-02-08,2022-11-22,2022-11-22,2021-02-08,9999,037513
21070,57949,G5276C11,KISMET ACQUISITION THREE CORP,2021-04-12,2022-11-18,2022-11-18,2021-04-12,9999,037910
14238,54601,00771V10,AERIE PHARMACEUTICALS INC,2013-10-25,2022-11-18,2022-11-18,2013-10-25,9999,018749
18853,56835,90070A10,TUSCAN HOLDINGS CORP II,2019-07-30,2022-11-18,2022-11-18,2019-07-30,9999,035329
21042,57929,31187R10,E C P ENVIRONMENTAL GR OPP CORP,2021-04-01,2022-02-06,2022-11-17,2021-04-01,9999,037843
18205,56564,54142F10,LOGICBIO THERAPEUTICS INC,2018-10-19,2022-11-15,2022-11-15,2018-10-19,9999,034266
18409,56654,85789A10,STEALTH BIOTHERAPEUTICS CORP,2019-02-15,2022-11-15,2022-11-15,2019-02-15,9999,034593
19311,57023,G2911D10,EAST STONE ACQUISITION CORP,2020-03-17,2022-11-11,2022-11-11,2020-03-17,9999,036157
20443,57572,63889L10,NATURAL ORDER ACQ CORP,2021-01-29,2022-11-10,2022-11-10,2021-01-29,9999,037308
92902,53132,98979V10,BRIDGEPOINT EDUCATION INC,2009-04-15,2019-04-14,2022-11-09,2009-04-15,8221,182112
11825,9632,23251710,CYBEROPTICS CORP,1987-12-17,1994-05-31,2022-11-03,1987-12-17,3660,014108
20429,57564,42226W10,HEALTH ASSURANCE ACQ CORP,2021-01-14,2022-11-03,2022-11-03,2021-01-14,9999,037283
18210,56569,71722410,PHASEBIO PHARMACEUTICALS INC,2018-10-18,2022-11-02,2022-11-02,2018-10-18,9999,034194
16674,55889,91274U30,MATLIN & PARTNERS ACQ CORP,2017-04-28,2018-11-11,2022-10-31,2017-04-28,9999,030551
20417,57714,08179B10,BENESSERE CAPITAL ACQ CORP,2021-01-28,2022-10-31,2022-10-31,2021-01-28,9999,037337
20858,57773,G7282L10,PROVIDENT ACQUISITION CORP,2021-03-01,2022-10-28,2022-10-28,2021-03-01,9999,037669
20303,57450,55068A10,LUX HEALTH TECH ACQ CORP,2020-12-16,2022-10-28,2022-10-28,2020-12-16,9999,037291
20324,57464,G7823W10,SARISSA CAPITAL ACQUISITION CORP,2020-12-11,2022-10-28,2022-10-28,2020-12-11,9999,037252
20326,57467,G8739H10,TEKKORP DIGITAL ACQ CORP,2020-12-18,2022-10-27,2022-10-27,2020-12-18,9999,037071
22299,58719,G3041W10,ENDURANCE ACQUISITION CORP,2021-11-05,2022-10-27,2022-10-27,2021-11-05,9999,039528
19949,57429,G0904B10,B C L S ACQUISITION CORP,2020-10-22,2022-10-26,2022-10-26,2020-10-22,9999,037243
21268,58277,00161P10,ALFI INC,2021-05-04,2022-10-24,2022-10-24,2021-05-04,9999,037781
20302,57448,52470X10,LEFTERIS ACQUISITION CORP,2020-12-15,2022-10-24,2022-10-24,2020-12-15,9999,037133
22336,58888,79956P10,SANABY HEALTH ACQ CORP I,2021-11-09,2022-10-20,2022-10-20,2021-11-09,9999,039722
20329,57469,G9127T10,TURMERIC ACQUISITION CORP,2020-12-16,2022-10-19,2022-10-19,2020-12-16,9999,037232
13262,53994,16383L10,CHEMOCENTRYX INC,2012-02-08,2022-10-19,2022-10-19,2012-02-08,9999,179671
20900,58173,98985X10,ZYMERGEN INC,2021-04-22,2022-10-18,2022-10-18,2021-04-22,9999,038493
19964,57439,33836P10,5 01 ACQUISITION CORP,2020-10-14,2022-10-17,2022-10-17,2020-10-14,9999,037206
19410,57096,34633R10,FORMA THERAPEUTICS HOLDINGS INC,2020-06-19,2022-10-13,2022-10-13,2020-06-19,9999,036555
18327,56619,22304C10,COVETRUS INC,2019-02-08,2022-10-12,2022-10-12,2019-02-08,9999,034765
16261,55620,45686J10,M III ACQUISITION CORP,2016-08-29,2018-03-27,2022-10-06,2016-08-29,9999,027200
15638,55393,37890U10,GLOBAL BLOOD THERAPEUTICS INC,2015-08-12,2022-10-04,2022-10-04,2015-08-12,9999,025349
20166,57462,75622910,RECHARGE ACQUISITION CORP,2020-11-20,2022-10-04,2022-10-04,2020-11-20,9999,037064
20158,57352,66120410,NORTH MOUNTAIN MERGER CORP,2020-11-10,2022-09-30,2022-09-30,2020-11-10,9999,036871
18771,56788,15912K10,CHANGE HEALTHCARE INC,2019-06-27,2022-09-30,2022-09-30,2019-06-27,9999,034954
15774,55451,01748H10,ALLEGIANCE BANCSHARES INC,2015-10-08,2022-09-30,2022-09-30,2015-10-08,9999,026270
82686,14201,17737610,CITRIX SYSTEMS INC,1995-12-08,2022-09-29,2022-09-29,1995-12-08,7370,061676
16914,56052,98920Y30,ZEALAND PHARMA A S,2017-08-09,2022-09-29,2022-09-29,2017-08-09,9999,295917
20873,57781,G8135510,SILVER CREST ACQ CORP,2021-03-08,2022-09-28,2022-09-28,2021-03-08,9999,037612
84203,15061,05551A10,FAMOUS DAVES OF AMERICA INC,1996-11-04,2019-09-16,2022-09-27,1996-11-04,5810,063930
19075,56951,27888P10,ECMOHO LTD,2019-11-08,2022-09-22,2022-09-22,2019-11-08,9999,035833
16834,56016,90238J10,TYME TECHNOLOGIES INC,2017-07-31,2022-09-16,2022-09-16,2017-07-31,9999,023337
15526,55360,40522L10,HAILIANG EDUCATION GROUP INC,2015-07-07,2022-09-15,2022-09-15,2015-07-07,9999,022675
77425,11415,90292510,U S A TRUCK INC,1992-03-19,2022-09-14,2022-09-14,1992-03-19,4210,025069
89307,42784,56456310,MANTECH INTERNATIONAL CORP,2002-02-07,2004-08-01,2022-09-13,2002-02-07,7373,146171
13876,54376,42365Q10,HEMISPHERE MEDIA GROUP INC,2013-04-23,2022-09-12,2022-09-12,2013-04-23,4841,017687
20440,57643,62477L10,MUDRICK CAPITAL ACQ CORP II,2021-01-29,2022-09-12,2022-09-12,2021-01-29,9999,037190
16052,55563,00162710,A L J REGIONAL HOLDINGS INC,2016-05-11,2022-09-09,2022-09-09,2016-05-11,9999,062582
14159,54556,56266210,FIREEYE INC,2013-09-20,2021-10-04,2022-09-09,2013-09-20,9999,018487
13038,53899,12083110,BURCON NUTRASCIENCE CORP,2011-10-27,2018-04-26,2022-09-09,2011-10-27,9999,118183
16593,55865,65019410,NEW AGE BEVERAGES CORP,2017-02-14,2020-08-06,2022-09-07,2017-02-14,9999,021178
17042,56125,01811910,ALLENA PHARMACEUTICALS INC,2017-11-02,2022-09-07,2022-09-07,2017-11-02,9999,032529
19141,56977,60852L20,MOLECULAR DATA INC,2019-12-30,2022-05-22,2022-09-06,2019-12-30,9999,035994
19823,57342,22526510,CREATD INC,2020-09-11,2022-09-06,2022-09-06,2020-09-11,9999,026920
19827,57171,26873Y10,E MERGE TECHNOLOGY ACQ CORP,2020-09-18,2022-09-02,2022-09-02,2020-09-18,9999,036732
86763,16449,05335B10,AUTOBYTEL COM INC,1999-03-26,2001-08-20,2022-08-31,1999-03-26,7370,119173
20577,57615,18271L10,BLUE WATER ACQUISITION CORP,2021-02-09,2021-09-09,2022-08-30,2021-02-09,9999,037535
21958,58682,76939510,RIVERVIEW ACQUISITION CORP,2021-09-28,2022-08-26,2022-08-26,2021-09-28,9999,038621
20819,57945,46468P10,ISLEWORTH HEALTHCARE ACQ CORP,2021-03-29,2022-08-26,2022-08-26,2021-03-29,9999,037860
88436,37931,G3040110,ENDO PHARMACEUTICALS HLDGS INC,2000-07-18,2012-05-23,2022-08-25,2000-07-18,2834,063645
19139,56975,53952P10,LMP AUTOMOTIVE HOLDINGS INC,2019-12-05,2022-08-24,2022-08-24,2019-12-05,9999,035358
21579,58486,83086L20,SKYLIGHT HEALTH GROUP INC,2021-06-07,2022-08-24,2022-08-24,2021-06-07,9999,034698
18669,56752,75419T10,RATTLER MIDSTREAM LP,2019-05-23,2022-08-23,2022-08-23,2019-05-23,9999,033971
92935,53155,82001710,SHARPS COMPLIANCE CORP,2009-05-06,2022-08-22,2022-08-22,2009-05-06,3842,112819
80640,13125,50345960,LA JOLLA PHARMACEUTICAL CO,1994-06-03,2005-12-21,2022-08-19,1994-06-03,2830,030281
92206,52550,09625U10,SEMGROUP ENERGY PARTNERS L P,2007-07-18,2009-02-19,2022-08-17,2007-07-18,4610,177945
18567,56712,90041T10,TURNING POINT THERAPEUTICS INC,2019-04-17,2022-08-16,2022-08-16,2019-04-17,9999,035006
14707,54898,75046920,RADIUS HEALTH INC,2014-06-06,2022-08-12,2022-08-12,2014-06-06,2836,170520
19548,57167,09610L10,BLUECITY HOLDINGS LTD,2020-07-08,2022-08-12,2022-08-12,2020-07-08,9999,036616
13924,54410,29428V10,EPIZYME INC,2013-05-31,2022-08-11,2022-08-11,2013-05-31,9999,017808
15075,55117,30048L20,NEOTHETICS INC,2014-11-20,2018-01-17,2022-08-10,2014-11-20,9999,021998
20322,57578,75724T10,SEAPORT GLOBAL ACQ CORP,2020-12-09,2021-10-24,2022-08-10,2020-12-09,9999,037260
21545,58455,G4022Y10,GOBI ACQUISITION CORP,2021-06-29,2022-07-29,2022-07-29,2021-06-29,9999,038989
19970,57349,59169710,I N S U ACQUISITION CORP II,2020-10-23,2021-02-09,2022-07-27,2020-10-23,9999,036903
20806,57742,G3934J10,GLOBAL SYNERGY ACQUISITION CORP,2021-03-01,2022-07-26,2022-07-26,2021-03-01,9999,037641
11343,9188,80001310,SANDERSON FARMS INC,1987-05-19,2000-07-31,2022-07-21,1987-05-19,2010,013323
12640,53704,81763U10,SERVICESOURCE INTERNATIONAL INC,2011-03-25,2022-07-20,2022-07-20,2011-03-25,9999,186129
91237,50706,92886T20,VONAGE HOLDINGS CORP,2006-05-24,2019-12-30,2022-07-20,2006-05-24,4813,166562
89036,41813,63905010,NATUS MEDICAL INC,2001-07-20,2019-07-25,2022-07-20,2001-07-20,3845,144436
14099,54510,57165B10,MARRONE BIO INNOVATIONS INC,2013-08-02,2022-07-12,2022-07-12,2013-08-02,5191,018270
18113,56520,29361410,ENTASIS THERAPEUTICS HLDGS INC,2018-09-26,2022-07-08,2022-07-08,2018-09-26,9999,034016
20611,57640,29335V10,MARQUEE RAINE ACQUISITION CORP,2021-02-04,2021-10-17,2022-07-08,2021-02-04,9999,037536
21850,58566,36242510,G3 VRM ACQUISITION CORP,2021-08-17,2022-07-06,2022-07-06,2021-08-17,9999,038655
16464,55750,36240910,G T Y TECHNOLOGY HOLDINGS INC,2016-11-14,2019-02-19,2022-07-06,2016-11-14,9999,028368
88152,37148,12571T10,CABOT MICROELECTRONICS CORP,2000-04-04,2020-09-30,2022-07-05,2000-04-04,3291,133726
14926,55023,12508E10,C D K GLOBAL INC,2014-10-01,2022-07-05,2022-07-05,2014-10-01,9999,021761
15507,55351,82640U40,PRONAI THERAPEUTICS INC,2015-07-16,2017-01-09,2022-06-30,2015-07-16,9999,025129
12582,53681,73085G10,POINTS INTERNATIONAL LTD,2011-02-10,2022-01-05,2022-06-30,2011-02-10,7371,122777
21871,58594,G4108910,AGRICO ACQUISITION CORP,2021-08-30,2022-06-28,2022-06-28,2021-08-30,9999,038823
76788,11083,88870R10,AMERICAN HEALTHCORP INC,1991-08-13,2000-02-13,2022-06-27,1991-08-13,8090,024396
20835,58128,35085K10,4D PHARMA PLC,2021-03-22,2022-06-24,2022-06-24,2021-03-22,9999,317168
21300,58109,38286Q10,GORES GUGGENHEIM INC,2021-05-13,2022-06-23,2022-06-23,2021-05-13,9999,038429
19830,57231,28489L10,FORUM MERGER III CORP,2020-09-21,2021-06-27,2022-06-22,2020-09-21,9999,036884
21038,57928,G2955B10,E J F ACQUISITION CORP,2021-04-19,2022-06-22,2022-06-22,2021-04-19,9999,038041
91909,52000,86564630,SUMMER INFANT INC,2007-03-07,2020-03-15,2022-06-21,2007-03-07,5090,176874
17680,56332,09074B10,BIOHITECH GLOBAL INC,2018-04-09,2021-12-12,2022-06-16,2018-04-09,9999,025740
13201,53977,75972A30,RENEWABLE ENERGY GROUP INC,2012-01-19,2022-06-10,2022-06-10,2012-01-19,9999,187692
15187,55177,98979H30,ZOSANO PHARMA CORP,2015-01-27,2018-01-25,2022-06-10,2015-01-27,2834,021003
20602,57631,37958210,GLOBIS ACQUISITION CORP,2021-02-05,2022-06-09,2022-06-09,2021-02-05,9999,037528
10909,8786,15678210,CERNER CORP,1986-12-05,2000-07-31,2022-06-07,1986-12-05,7370,012850
14458,54738,37242740,GENOCEA BIOSCIENCES INC,2014-02-05,2019-05-21,2022-06-02,2014-02-05,9999,019425
13943,54422,89678F10,TRISTATE CAPITAL HOLDINGS INC,2013-05-09,2022-05-31,2022-05-31,2013-05-09,9999,017696
19622,57229,16281810,CHECKMATE PHARMACEUTICALS INC,2020-08-07,2022-05-27,2022-05-27,2020-08-07,9999,036779
20411,57707,G6829J10,ORTHO CLINICAL DIAGNOSTICS PLC,2021-01-28,2021-09-09,2022-05-26,2021-01-28,9999,037680
88905,41265,03664210,ANTARES PHARMA INC,2001-02-07,2003-06-30,2022-05-23,2001-02-07,3841,063700
13169,53965,98986T10,ZYNGA INC,2011-12-16,2022-05-20,2022-05-20,2011-12-16,9999,187576
20313,57573,67113Q10,O T R ACQUISITION CORP,2020-12-15,2022-05-19,2022-05-19,2020-12-15,9999,036881
15849,55486,G1483810,MIMECAST LTD,2015-11-19,2022-05-18,2022-05-18,2015-11-19,9999,026368
21699,58279,G0509L10,ARTISAN ACQUISITION CORP,2021-07-06,2022-05-17,2022-05-17,2021-07-06,9999,038503
80957,13398,04532710,ASPEN TECHNOLOGY INC,1994-10-26,2000-07-31,2022-05-16,1994-10-26,7370,030870
86717,16410,10138810,BOTTOMLINE TECHNOLOGIES DEL INC,1999-02-12,2022-05-12,2022-05-12,1999-02-12,7370,118223
14836,54980,46071F10,INTERSECT E N T INC,2014-07-24,2022-05-12,2022-05-12,2014-07-24,9999,021006
90361,45562,31682710,51JOB INC,2004-09-29,2022-05-06,2022-05-06,2004-09-29,7361,160855
18778,56745,38113L10,LANDCADIA HOLDINGS II INC,2019-06-06,2020-12-29,2022-05-04,2019-06-06,9999,035122
87464,36557,44845110,HUTTIG BUILDING PRODUCTS INC,1999-12-17,2001-02-28,2022-05-02,1999-12-17,5039,005792
20156,57453,56120410,MALLARD ACQUISITION CORP,2020-11-27,2022-04-29,2022-04-29,2020-11-27,9999,037086
14930,55026,36192A10,G W G HOLDINGS INC,2014-09-25,2022-04-28,2022-04-28,2014-09-25,9999,020441
18249,56554,G3500610,ALBERTON ACQUISITION CORP,2018-11-21,2022-04-25,2022-04-25,2018-11-21,9999,034240
86062,16101,30049R20,EVOLVING SYSTEMS INC,1998-05-12,2009-07-20,2022-04-22,1998-05-12,7380,110529
19186,56938,12558Y10,C H P MERGER CORP,2020-01-10,2022-04-22,2022-04-22,2020-01-10,9999,035829
18408,56653,48334710,KALEIDO BIOSCIENCES INC,2019-02-28,2022-04-14,2022-04-14,2019-02-28,9999,034640
92778,47011,25470F30,DISCOVERY COMMUNICATIONS INC,2008-09-18,2018-04-01,2022-04-08,2008-09-18,4841,164296
17802,56366,84861D10,SPIRIT OF TEXAS BANCSHARES INC,2018-05-04,2022-04-08,2022-04-08,2018-05-04,0,033316
90806,47011,25470F20,DISCOVERY HOLDING CO,2005-07-21,2008-09-17,2022-04-08,2005-07-21,4841,164296
90805,47011,25470F10,DISCOVERY HOLDING CO,2005-07-21,2008-09-17,2022-04-08,2005-07-21,4841,164296
14312,54653,44157R10,HOUGHTON MIFFLIN HARCOURT CO,2013-11-14,2022-04-06,2022-04-06,2013-11-14,9999,016738
19189,56972,78472F10,HEALTHCARE MERGER CORP,2020-01-28,2020-11-01,2022-04-05,2020-01-28,9999,035908
20616,57777,G7154B10,POEMA GLOBAL HOLDINGS CORP,2021-02-26,2022-04-04,2022-04-04,2021-02-26,9999,037687
20800,57737,G7315C10,QUEENS GAMBIT GROWTH CAPITAL,2021-03-15,2022-03-30,2022-03-31,2021-03-15,9999,037748
12584,53683,83416M10,SOLAR SENIOR CAPITAL LTD,2011-02-25,2021-02-24,2022-03-31,2011-02-25,9999,186591
17692,56340,52730D20,LEVEL ONE BANCORP INC,2018-04-20,2022-03-31,2022-03-31,2018-04-20,9999,033272
19839,57353,68730510,ORPHAZYME A S,2020-09-29,2022-03-30,2022-03-30,2020-09-29,9999,325867
17795,56359,39572G10,GREENSKY INC,2018-05-24,2022-03-29,2022-03-29,2018-05-24,9999,033531
20568,57906,03836A10,APRIA INC,2021-02-11,2022-03-28,2022-03-28,2021-02-11,9999,037826
14667,54867,76118L10,RESONANT INC,2014-05-29,2022-03-25,2022-03-25,2014-05-29,9999,019719
13752,54307,23283R10,CYRUSONE INC,2013-01-18,2022-03-24,2022-03-24,2013-01-18,9999,016116
86839,16463,M7524R11,OPTIBASE LTD,1999-04-07,2012-09-26,2022-03-22,1999-04-07,3570,119513
89445,43249,09060J10,BIODELIVERY SCIENCES INTL INC,2002-07-25,2022-03-22,2022-03-22,2002-07-25,2834,148219
16384,55749,34960W10,FORTERRA INC,2016-10-20,2022-03-17,2022-03-17,2016-10-20,9999,023093
20418,57717,G1355V10,BRIDGETOWN 2 HOLDINGS LTD,2021-01-26,2022-03-17,2022-03-17,2021-01-26,9999,
21548,58459,48214T30,JUST EAT TAKEAWAY COM N V,2021-06-15,2022-03-11,2022-03-11,2021-06-15,9999,322576
88421,37917,04004760,ARENA PHARMACEUTICALS INC,2000-07-28,2002-03-31,2022-03-10,2000-07-28,8734,138122
14433,54656,24549610,LEVY ACQUISITION CORP,2014-01-06,2015-04-27,2022-03-07,2014-01-06,9999,019168
20807,57744,42228C10,HEALTHCARE CAPITAL CORP,2021-03-08,2022-03-07,2022-03-07,2021-03-08,9999,037582
12413,53585,98978L20,ZOGENIX INC,2010-11-23,2015-06-30,2022-03-04,2010-11-23,9999,179686
17311,56264,09075G10,BIOFRONTERA AG,2018-02-14,2022-03-04,2022-03-04,2018-02-14,9999,282363
82759,14205,67020Y10,VISIONEER INC,1995-12-11,1999-03-02,2022-03-03,1995-12-11,3570,061685
19951,57227,G1702T11,BURGUNDY TECHNOLOGY ACQ CORP,2020-10-08,2022-03-01,2022-03-01,2020-10-08,9999,036820
19857,57372,57906310,MCAFEE CORP,2020-10-22,2022-02-28,2022-02-28,2020-10-22,9999,037180
15709,55423,04826920,ATLANTIC CAPITAL BANCSHARES INC,2015-11-02,2022-02-28,2022-02-28,2015-11-02,9999,179048
20162,57574,69269L10,OZON HOLDINGS PLC,2020-11-24,2022-02-25,2022-02-25,2020-11-24,9999,037394
18655,56741,42207L10,HEADHUNTER GROUP PLC,2019-05-09,2022-02-25,2022-02-25,2019-05-09,9999,035132
18202,56522,69290Y10,GORES HOLDINGS III INC,2018-10-29,2020-02-10,2022-02-14,2018-10-29,9999,033996
76201,10634,98391910,XILINX INC,1990-06-12,2022-02-11,2022-02-11,1990-06-12,3670,022325
21093,57972,82836L10,SILVERBOX ENGAGED MERGER CORP I,2021-04-19,2022-02-09,2022-02-09,2021-04-19,9999,038029
19652,57253,92840T10,VISTAS MEDIA ACQUISITION CO INC,2020-08-21,2022-02-03,2022-02-03,2020-08-21,9999,036733
18900,56832,G9103H10,NETFIN ACQUISITION CORP,2019-08-14,2020-11-10,2022-02-02,2019-08-14,9999,035441
16957,56077,67420T20,OASIS MIDSTREAM PARTNERS LP,2017-09-21,2019-12-23,2022-01-31,2017-09-21,1381,031442
20772,57719,12520R10,C F ACQUISITION CORP V,2021-03-22,2022-01-25,2022-01-25,2021-03-22,9999,037794
90412,45719,16937920,CHINA FIN ONLINE CO LTD,2004-10-15,2020-01-05,2022-01-20,2004-10-15,7389,161925
89913,44623,57115710,MARLIN BUSINESS SVCS CORP,2003-11-12,2022-01-19,2022-01-19,2003-11-12,7359,156157
17154,56180,67607910,ODONATE THERAPEUTICS INC,2017-12-07,2022-01-14,2022-01-14,2017-12-07,9999,032795
19643,57246,22101310,CORVUS GOLD INC,2020-08-12,2022-01-14,2022-01-14,2020-08-12,9999,185476
20778,57927,24279410,DECARBONIZATION PL ACQ CORP II,2021-03-29,2022-01-13,2022-01-13,2021-03-29,9999,037798
90011,25268,55907920,MAGELLAN HEALTH SERVICES INC,2004-01-06,2014-06-12,2022-01-03,2004-01-06,8060,002940
14426,54717,25303110,DICERNA PHARMACEUTICALS INC,2014-01-30,2021-12-27,2021-12-27,2014-01-30,9999,019470
75853,10358,98974P10,AMTECH CORP,1989-11-09,1998-08-31,2021-12-22,1989-11-09,3670,016531
14237,54600,00762430,ADVAXIS INC,2013-10-17,2019-03-28,2021-12-22,2013-10-17,9999,164511
20790,57730,G3194F10,EUROPEAN SUSTAINABLE GR ACQ CORP,2021-03-09,2021-12-22,2021-12-22,2021-03-09,9999,037694
15140,55115,51508J10,LANDMARK INFRA PARTNERS LP,2014-11-14,2021-12-21,2021-12-21,2014-11-14,9999,022124
18414,56657,83425110,SOLITON INC,2019-02-19,2021-12-15,2021-12-15,2019-02-19,9999,034834
